id,Parameter1,Parameter2,bnf,type
1234,yarn.resourcemanager.reservation-system.class,yarn.resourcemanager.reservation-agent.class,yarn.resourcemanager.reservation-system.class != null => yarn.resourcemanager.reservation-agent.class != null,behavior
1140,yarn.resourcemanager.resource-tracker.client.thread-count,yarn.nodemanager.resource-tracker.client.thread-count,yarn.resourcemanager.resource-tracker.client.thread-count > 10 => yarn.nodemanager.resource-tracker.client.thread-count > 10,behavior
1187,yarn.resourcemanager.cluster-id,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.enabled = true => yarn.resourcemanager.cluster-id = ANY,behavior
1523,yarn.router.bind-host,yarn.router.webapp.address,yarn.router.bind-host != null => yarn.router.webapp.address = {host}:{port},behavior
1482,yarn.resourcemanager.nodemanager-graceful-decommission-timeout-secs,yarn.resourcemanager.nodemanager-graceful-decommission-timeout,yarn.resourcemanager.nodemanager-graceful-decommission-timeout-secs > 0 => yarn.resourcemanager.nodemanager-graceful-decommission-timeout > 0,behavior
2038,yarn.timeline-service.store-class,yarn.timeline-service.leveldb-state-store.path,"yarn.timeline-service.store-class = org.apache.hadoop.yarn.server.timeline.LeveldbTimelineStore => yarn.timeline-service.leveldb-state-store.path = (yarn.timeline-service.leveldb-timeline-store.path + ""/state"")",behavior
1200,yarn.client.failover-sleep-max-ms,yarn.client.failover-sleep-base-ms,yarn.client.failover-sleep-max-ms > 0 => yarn.client.failover-sleep-base-ms <= yarn.client.failover-sleep-max-ms,behavior
1391,yarn.timeline-service.webapp.address,yarn.timeline-service.webapp.https.address,yarn.timeline-service.webapp.address != null => yarn.timeline-service.webapp.https.address != null,behavior
1489,yarn.federation.cache-ttl.secs,yarn.federation.cache.max.size,yarn.federation.cache-ttl.secs > 3600 => yarn.federation.cache.max.size > {{ default.MIN_value }},behavior
1526,yarn.router.webapp.address,yarn.router.webapp.https.address,"yarn.http.policy = ""HTTPS_ONLY"" => yarn.router.webapp.https.address != null",behavior
1217,yarn.resourcemanager.nodemanager.minimum.version,yarn.resourcemanager.resource-tracker.client.thread-count,yarn.resourcemanager.nodemanager.minimum.version = <Version> => yarn.resourcemanager.resource-tracker.client.thread-count in {{10..20}},behavior
1488,yarn.federation.cache-ttl.secs,yarn.federation.cache.cleanup.interval.ms,yarn.federation.cache-ttl.secs > 0 => yarn.federation.cache.cleanup.interval.ms < yarn.federation.cache-ttl.secs * 1000,behavior
1332,yarn.nodemanager.linux-container-executor.resources-handler.class,yarn.nodemanager.resource.memory-mb,yarn.nodemanager.linux-container-executor.resources-handler.class != null => yarn.nodemanager.resource.memory-mb > 0,behavior
1307,yarn.nodemanager.resource-monitor.interval-ms,yarn.nodemanager.resource.memory-mb,yarn.nodemanager.resource-monitor.interval-ms < 1000 => yarn.nodemanager.resource.memory-mb > 8192,behavior
1381,yarn.web-proxy.address,yarn.web-proxy.principal,yarn.web-proxy.address != null => yarn.web-proxy.principal != null,behavior
1405,yarn.timeline-service.leveldb-timeline-store.path,yarn.timeline-service.leveldb-timeline-store.read-cache-size,yarn.timeline-service.leveldb-timeline-store.path != null => yarn.timeline-service.leveldb-timeline-store.read-cache-size > 0,behavior
1228,yarn.resourcemanager.delegation.key.update-interval,yarn.resourcemanager.delegation.token.max-lifetime,yarn.resourcemanager.delegation.key.update-interval < yarn.resourcemanager.delegation.token.max-lifetime => yarn.resourcemanager.delegation.key.update-interval = [1..(yarn.resourcemanager.delegation.token.max-lifetime / 2)],behavior
562,yarn.nodemanager.sleep-delay-before-sigkill.ms,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms = 250 => yarn.nodemanager.process-kill-wait.ms = 2000,behavior
1214,yarn.resourcemanager.nodemanagers.heartbeat-interval-ms,yarn.resourcemanager.scheduler.monitor.enable,yarn.resourcemanager.nodemanagers.heartbeat-interval-ms > 0 => yarn.resourcemanager.scheduler.monitor.enable = true,behavior
605,yarn.timeline-service.writer.class,yarn.timeline-service.reader.class,yarn.timeline-service.writer.class = org.apache.hadoop.yarn.server.timelineservice.storage.HBaseTimelineWriterImpl => yarn.timeline-service.reader.class = org.apache.hadoop.yarn.server.timelineservice.storage.HBaseTimelineReaderImpl,behavior
1486,yarn.nodemanager.node-labels.provider.script.opts,yarn.nodemanager.node-labels.provider,"yarn.nodemanager.node-labels.provider = ""script"" => yarn.nodemanager.node-labels.provider.script.opts != null",control
1767,yarn.resourcemanager.cluster-id,yarn.resourcemanager.ha.rm-ids,yarn.resourcemanager.cluster-id != null => yarn.resourcemanager.ha.rm-ids != null,control
1942,yarn.nodemanager.health-checker.script.path,yarn.nodemanager.health-checker.interval-ms,yarn.nodemanager.health-checker.interval-ms > 0 => yarn.nodemanager.health-checker.script.path != null,control
660,yarn.scheduler.configuration.store.class,yarn.scheduler.configuration.leveldb-store.compaction-interval-secs,"yarn.scheduler.configuration.store.class = ""leveldb"" => yarn.scheduler.configuration.leveldb-store.compaction-interval-secs != null",control
1097,yarn.am.liveness-monitor.expiry-interval-ms,yarn.resourcemanager.am.liveness-monitor.interval-ms,yarn.am.liveness-monitor.expiry-interval-ms > 0 => yarn.resourcemanager.am.liveness-monitor.interval-ms < yarn.am.liveness-monitor.expiry-interval-ms,control
1692,yarn.resourcemanager.recovery.enabled,yarn.resourcemanager.store.class,yarn.resourcemanager.recovery.enabled = true => yarn.resourcemanager.store.class != null,control
553,yarn.nodemanager.linux-container-executor.nonsecure-mode.limit-users,yarn.nodemanager.linux-container-executor.nonsecure-mode.local-user,yarn.nodemanager.linux-container-executor.nonsecure-mode.limit-users = true => yarn.nodemanager.linux-container-executor.nonsecure-mode.local-user != null,control
188,yarn.app.mapreduce.client.job.max-retries,mapreduce.job.max.split.locations,yarn.app.mapreduce.client.job.max-retries > 3 => mapreduce.job.max.split.locations > 100,control
2126,yarn.node-labels.enabled,yarn.node-labels.fs-store.impl.class,yarn.node-labels.enabled = true => yarn.node-labels.fs-store.impl.class != null,control
1960,yarn.nodemanager.runtime.linux.docker.privileged-containers.acl,yarn.nodemanager.runtime.linux.docker.privileged-containers.allowed,yarn.nodemanager.runtime.linux.docker.privileged-containers.allowed = true => yarn.nodemanager.runtime.linux.docker.privileged-containers.acl != null,control
613,yarn.node-labels.configuration-type,yarn.nodemanager.node-labels.provider,"yarn.node-labels.configuration-type = ""distributed"" => yarn.nodemanager.node-labels.provider != null",control
1755,yarn.resourcemanager.ha.automatic-failover.enabled,yarn.resourcemanager.ha.id,yarn.resourcemanager.ha.automatic-failover.enabled = true => yarn.resourcemanager.ha.id in yarn.resourcemanager.ha.rm-ids,control
2082,yarn.sharedcache.root-dir,yarn.sharedcache.webapp.address,yarn.sharedcache.enabled = true => yarn.sharedcache.root-dir != null,control
