id,Parameter1,Parameter2,bnf,type
76,mapreduce.shuffle.max.threads,mapreduce.shuffle.parallelcopies,mapreduce.shuffle.max.threads > 0 => mapreduce.shuffle.parallelcopies > 0,behavior
157,mapreduce.reduce.node-label-expression,mapreduce.job.reduce.speculative,mapreduce.reduce.node-label-expression != null => mapreduce.job.reduce.speculative = false,behavior
190,mapreduce.application.classpath,mapreduce.job.user.classpath.first,mapreduce.job.user.classpath.first = true => mapreduce.application.classpath includes user-defined paths,behavior
194,mapreduce.jobhistory.address,mapreduce.jobhistory.webapp.address,mapreduce.jobhistory.address != null => mapreduce.jobhistory.webapp.address != null,behavior
216,mapreduce.task.local-fs.write-limit.bytes,mapreduce.task.io.sort.mb,mapreduce.task.local-fs.write-limit.bytes > 0 => mapreduce.task.io.sort.mb > 0,behavior
122,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxmaps,mapreduce.job.ubertask.enable = true => mapreduce.job.ubertask.maxmaps > 0,control
84,mapreduce.shuffle.ssl.file.buffer.size,mapreduce.shuffle.ssl.enabled,mapreduce.shuffle.ssl.enabled = true => mapreduce.shuffle.ssl.file.buffer.size > 0,control
223,mapreduce.jobhistory.cleaner.enable,mapreduce.jobhistory.max-age-ms,mapreduce.jobhistory.cleaner.enable = true => mapreduce.jobhistory.max-age-ms > 0,control
101,mapreduce.jobhistory.recovery.enable,mapreduce.jobhistory.recovery.store.class,mapreduce.jobhistory.recovery.enable = true => mapreduce.jobhistory.recovery.store.class != null,control
44,mapreduce.shuffle.connection-keep-alive.timeout,mapreduce.shuffle.ssl.enabled,mapreduce.shuffle.ssl.enabled = true => mapreduce.shuffle.connection-keep-alive.timeout > 30000,control
48,mapreduce.map.output.compress,mapreduce.map.output.compress.codec,mapreduce.map.output.compress = true => mapreduce.map.output.compress.codec != null,control
233,mapreduce.task.exit.timeout,mapreduce.task.timeout,mapreduce.task.timeout = ANY => mapreduce.task.exit.timeout = ANY,control
144,mapreduce.task.merge.progress.records,mapreduce.task.io.sort.factor,mapreduce.task.merge.progress.records > 0 => mapreduce.task.io.sort.factor > 0,control
16,mapreduce.job.reduces,mapreduce.tasktracker.reduce.tasks.maximum,mapreduce.job.reduces > {{current_value}} => mapreduce.tasktracker.reduce.tasks.maximum > {{current_value}},control
7,mapreduce.reduce.shuffle.fetch.retry.enabled,mapreduce.reduce.shuffle.fetch.retry.timeout-ms,mapreduce.reduce.shuffle.fetch.retry.enabled = true => mapreduce.reduce.shuffle.fetch.retry.timeout-ms != null,control
55,mapreduce.task.profile,mapreduce.task.profile.reduces,mapreduce.task.profile = true => mapreduce.task.profile.reduces in {0..2},control
183,mapreduce.framework.name,mapreduce.shuffle.port,"mapreduce.framework.name = ""yarn"" => mapreduce.shuffle.port = 13562",control
147,mapreduce.shuffle.port,mapreduce.tasktracker.http.port,mapreduce.shuffle.port != mapreduce.tasktracker.http.port,control
105,mapreduce.input.lineinputformat.linespermap,mapreduce.job.maps,mapreduce.input.lineinputformat.linespermap > 1 => mapreduce.job.maps = (total_lines / mapreduce.input.lineinputformat.linespermap),control
167,mapreduce.reduce.skip.proc-count.auto-incr,mapreduce.task.skip.start.attempts,mapreduce.task.skip.start.attempts > 0 => mapreduce.reduce.skip.proc-count.auto-incr = true,control
