id,Parameter1,Parameter2,bnf,type
62,mapreduce.map.log.level,mapreduce.map.output.compress,"mapreduce.map.log.level = ""DEBUG"" => mapreduce.map.output.compress = true",behavior
82,mapreduce.reduce.markreset.buffer.percent,mapreduce.task.io.sort.mb,mapreduce.reduce.markreset.buffer.percent in {{0.3..0.7}} => mapreduce.task.io.sort.mb in {{100..500}},behavior
219,mapreduce.job.cache.limit.max-resources,mapreduce.job.cache.cleanup.interval-ms,mapreduce.job.cache.limit.max-resources > 0 => mapreduce.job.cache.cleanup.interval-ms > 0,behavior
15,mapreduce.task.timeout,mapreduce.reduce.shuffle.connect.timeout,mapreduce.task.timeout > 0 => mapreduce.reduce.shuffle.connect.timeout < mapreduce.task.timeout,behavior
6,mapreduce.reduce.shuffle.fetch.retry.enabled,mapreduce.reduce.shuffle.fetch.retry.interval-ms,mapreduce.reduce.shuffle.fetch.retry.enabled = true => mapreduce.reduce.shuffle.fetch.retry.interval-ms != null,control
161,mapreduce.job.counters.limit,mapreduce.task.counters.resource.limit,mapreduce.job.counters.limit > default => mapreduce.task.counters.resource.limit > default,control
21,mapreduce.job.reduces,mapreduce.job.reduce.slowstart.completedmaps,mapreduce.job.reduce.slowstart.completedmaps < 100 => mapreduce.job.reduces = 0,control
31,mapreduce.map.maxattempts,mapreduce.reduce.maxattempts,<Dependency> ::= <Variable> = <ANY> => <Variable> = <ANY>,control
179,mapreduce.framework.name,mapreduce.local.clientfactory.class.name,"mapreduce.framework.name = ""local"" => mapreduce.local.clientfactory.class.name != null",control
41,mapreduce.output.fileoutputformat.compress,mapreduce.output.fileoutputformat.compress.codec,mapreduce.output.fileoutputformat.compress = true => mapreduce.output.fileoutputformat.compress.codec != null,control
15,mapreduce.job.maps,mapreduce.tasktracker.map.tasks.maximum,mapreduce.job.maps > 1 => mapreduce.tasktracker.map.tasks.maximum > [default.MIN_value .. default.MAX_value],control
43,mapreduce.output.fileoutputformat.compress,mapreduce.output.fileoutputformat.compress.type,mapreduce.output.fileoutputformat.compress = true => mapreduce.output.fileoutputformat.compress.type != null,control
101,mapreduce.jobhistory.recovery.enable,mapreduce.jobhistory.recovery.store.class,mapreduce.jobhistory.recovery.enable = true => mapreduce.jobhistory.recovery.store.class != null,control
63,mapreduce.job.token.tracking.ids.enabled,mapreduce.job.token.tracking.ids,mapreduce.job.token.tracking.ids.enabled = true => mapreduce.job.token.tracking.ids != null,control
155,mapreduce.job.am.node-label-expression,yarn.scheduler.capacity.root.queues,"<Dependency> ::= <Variable> in {{queue1, queue2}} => <ConstraintItem> in {{label1, label2}}",control
222,mapreduce.jobhistory.cleaner.enable,mapreduce.jobhistory.cleaner.interval-ms,mapreduce.jobhistory.cleaner.enable = true => mapreduce.jobhistory.cleaner.interval-ms > 0,control
123,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxreduces,mapreduce.job.ubertask.enable = true => mapreduce.job.ubertask.maxreduces > 0,control
102,mapreduce.job.send-token-conf,mapreduce.job.token.tracking.ids,mapreduce.job.send-token-conf = true => mapreduce.job.token.tracking.ids != null,control
171,mapreduce.cluster.acls.enabled,mapreduce.job.acl-view-job,mapreduce.cluster.acls.enabled = true => mapreduce.job.acl-view-job != null,control
